PROCEDIMENTO,RN_ALTERACAO,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
MICROCIRURGIA COM LASER PARA RESSECÇÃO DE LESÕES BENIGNAS OU MALIGNAS,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MICROCIRURGIA PARA DECORTICAÇÃO OU TRATAMENTO DE EDEMA DE REINKE,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MICROCIRURGIA PARA REMOÇÃO DE CISTO OU LESÃO INTRACORDAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"MICROCIRURGIA PARA REMOÇÃO E/OU RESSECÇÃO DE TUMOR, PÓLIPO, NÓDULO, GRANULOMA OU OUTRALESÃO",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MICROCIRURGIA PARA TRATAMENTO DE PARALISIA DE PREGA VOCAL (INCLUI INJEÇÃO DE MATERIAIS),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO PARA FONAÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TIROPLASTIA COM OU SEM ROTAÇÃO DE ARITENÓIDE,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA ESTENOSE LARINGO-TRAQUEAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE TRAUMA LARÍNGEO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO ENDOSCÓPICO DA ESTENOSE LARÍNGEA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,LARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"FRATURA COMINUTIVA DE MANDÍBULA - REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA E BLOQUEIOINTERMAXILAR EVENTUAL",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"FRATURA LEFORT I , II OU III- FIXAÇÃO CIRÚRGICA COM SÍNTESE ÓSSEA, LEVANTAMENTO CRÂNIO-MAXILA EBLOQUEIO INTERMAXILAR EVENTUAL",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"FRATURA SIMPLES OU COMPLEXA DE MANDÍBULA - REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA E BLOQUEIOINTERMAXILAR EVENTUAL",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO DE FRATURA DO ARCO ZIGOMÁTICO COM OU SEM FIXAÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO DE FRATURA DE SEIO FRONTAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO DE FRATURA DO MALAR COM OU SEM FIXAÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO DE FRATURAS DE CÔNDILO MANDIBULAR,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO INCRUENTA DE FRATURA DE MANDÍBULA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DOS MEIOS DE FIXAÇÃO (NA FACE),,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO DE FRATURA DE MANDÍBULA COM OU SEM CONTENÇÃO, FIXAÇÃO ÓSSEA E BLOQUEIOINTERMAXILAR EVENTUAL",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO DE FRATURA DE MAXILA, REDUÇÃO CIRÚRGICA COM FIXAÇÃO ÓSSEA OU APLICAÇÃO DELEVANTAMENTO ZIGOMÁTICO MAXILAR E BLOQUEIO INTERMAXILAR EVENTUAL",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE FRATURA NASO-ÓRBITO-ETMOIDAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE FRATURAS ALVEOLARES FIXAÇÃO COM APARELHO E CONTENÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO DE FRATURAS MÚLTIPLAS E/OU COMPLEXAS DO TERÇO MÉDIO DA FACE, FIXAÇÃO CIRÚRGICACOM SÍNTESE ÓSSEA, LEVANTAMENTO CRÂNIO MAXILAR, BLOQUEIO INTERMAXILAR, ENXERTO ÓSSEO EHALO CRANIANO EVENTUAL",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TRAUMA CRÂNIO-MAXILO-FACIAL,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO CIRÚRGICA DE DEPRESSÃO (AFUNDAMENTO) DA REGIÃO FRONTAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMIMANDIBULECTOMIA COM OU SEM ENXERTO ÓSSEO COM OU SEM COLOCAÇÃO DE PRÓTESE,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"OSTEOPLASTIA PARA PROGNATISMO, MICROGNATISMO OU LATEROGNATISMO",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOPLASTIAS DA ÓRBITA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOPLASTIAS DE MANDÍBULA/MAXILA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOPLASTIAS DO ARCO ZIGOMÁTICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOPLASTIAS ETMÓIDO ORBITAIS,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIA CRÂNIO-MAXILARES,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIA E OSTEOPLASTIA DE MANDÍBULA PARA LATEROGNATISMO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIAS ALVÉOLO PALATINAS,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIAS DOS MAXILARES OU MALARES,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"OSTEOTOMIA DA MANDÍBULA E/OU MAXILA COM APLICAÇÃO DE OSTEODISTRATOR (COM DIRETRIZ DEUTILIZAÇÃO)",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,144,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE MANDÍBULA/MAXILA COM PRÓTESE E OU ENXERTO ÓSSEO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO SIMPLES DA LUXAÇÃO DA ARTICULAÇÃO TÊMPORO-MANDIBULAR COM FIXAÇÃO INTERMAXILAR,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA REGIÃO BUCO-MAXILO-FACIAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE FERIDA EM REGIÃO BUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZAÇÃO),,,Odontológico,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,97,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE ANQUILOSE DA ARTICULAÇÃO TÊMPORO MANDIBULAR,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE CISTOS,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FÍSTULA BUCO-MAXILO-FACIAL E BUCO NASAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LUXAÇÃO DA ATM,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE TUMORES E EXOSTOSES,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRURGICO OU ARTROPLASTIA PARA LUXAÇÃO DA ARTICULAÇÃO TÊMPORO-MANDIBULAR,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRURGICO OU ARTROPLASTIA PARA LUXAÇÃO DA ARTICULAÇÃO TÊMPORO-MANDIBULARPOR ARTROSCOPIA",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,"CIRURGIA REPARADORA E FUNCIONAL DAFACE",CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"CORREÇÃO DE TUMORES, CICATRIZES OU FERIMENTOS COM O AUXÍLIO DE EXPANSORES DE TECIDOS",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR OU FÍSTULA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"HEMIATROFIA FACIAL, CORREÇÃO COM ENXERTO DE GORDURA OU IMPLANTE",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"REANIMAÇÃO COM O MÚSCULO TEMPORAL PARA O TRATAMENTO DA PARALISIA FACIAL, COM OU SEMNEUROTIZAÇÃO",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO COM RETALHO AXIAL DA ARTÉRIA TEMPORAL SUPERFICIAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO COM RETALHOS AXIAIS SUPRA-ORBITAIS E SUPRATROCLEARES,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO COM RETALHOS EM VY DE PEDÍCULO SUBARTERIAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO COM ROTAÇÃO DO MÚSCULO TEMPORAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,FACE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE MANDÍBULA/MAXILA (COM DIRETRIZ DE UTILIZAÇÃO),,,Odontológico,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,85,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE TUMORES BENIGNOS ODONTOGÊNICOS SEM RECONSTRUÇÃO (COM DIRETRIZDE UTILIZAÇÃO)",,,Odontológico,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,87,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REMOÇÃO DE ODONTOMA,,,Odontológico,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE HIPERPLASIAS DE TECIDOS ÓSSEOS/CARTILAGINOSOS NA REGIÃO BUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZAÇÃO)",,,Odontológico,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,88,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE TUMORES BENIGNOS DE TECIDOS ÓSSEOS/CARTILAGINOSOS NA REGIÃOBUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZAÇÃO)",,,Odontológico,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,88,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE PEQUENOS CISTOS DE MANDÍBULA/MAXILA (COM DIRETRIZ DE UTILIZAÇÃO),,,Odontológico,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,91,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMIMANDIBULECTOMIA OU RESSECÇÃO SECCIONAL DA MANDÍBULA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MANDIBULECTOMIA COM OU SEM ESVAZIAMENTO GANGLIONAR CERVICAL COM OU SEM ENXERTO ÓSSEO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MANDIBULECTOMIA COM OU SEM ESVAZIAMENTO ORBITAL E RINOTOMIA LATERAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MANDIBULECTOMIA COM RECONSTRUÇÃO À CUSTA DE OSTEOMIOCUTÂNEO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MANDIBULECTOMIA COM RECONSTRUÇÃO MICROCIRÚRGICA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"OPERAÇÃO ""PULL THROUGH"" PARA TUMORES DA BOCA COM ESVAZIAMENTO",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE MANDÍBULA COM DESARTICULAÇÃO DE ATM,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO PARCIAL DA MANDÍBULA (SEGMENTAR OU SECCIONAL),,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CERVICOTOMIA EXPLORADORA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO CERVICAL PROFUNDO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCALENOTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESVAZIAMENTO CERVICAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXÉRESE DE TUMOR, CISTO OU FÍSTULA CERVICAL",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LINFADENECTOMIA PROFUNDA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LINFADENECTOMIA SUPERFICIAL,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEUROBLASTOMA CERVICAL - EXÉRESE,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"OPERAÇÃO COMPOSTA COM ESVAZIAMENTO CERVICAL COM OU SEM RECONSTRUÇÃO À CUSTA DERETALHOS DE PELE",,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO-BIÓPSIA DE PESCOÇO,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE ESÔFAGO CERVICAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE CORPO CAROTÍDEO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO CICATRICIAL CERVICAL COM OU SEM EMPREGO DE EXPANSORES DE TECIDO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORCICOLO CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA LIPOMATOSE CERVICAL,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FÍSTULA COM RETALHO CUTÂNEO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,PESCOÇO,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE TIREÓIDE,,,,Ambulatorial,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TIREÓIDE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BÓCIO MERGULHANTE: EXTIRPAÇÃO,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TIREÓIDE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ISTMECTOMIA OU NODULECTOMIA,,,,,Hospitalar com Obstetrícia,Hospitalar sem Obstetrícia,Plano Referência,,,TIREÓIDE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
